match_id,teams,over,commentary,timestamp
114960,KKR vs RCB-1ST-MATCH-INDIAN-PREMIER-LEAGUE-2025,"14.3
Harshit","Rana to Rajat Patidar, FOUR, poor delivery and put away. Full and down leg, flicked away wide and over short fine-leg, too easy for Rajat Patidar",2025-06-09 07:13:29
114960,KKR vs RCB-1ST-MATCH-INDIAN-PREMIER-LEAGUE-2025,"14.2
Harshit","Rana to Rajat Patidar, FOUR, just over cover. Length delivery on off and middle, Rajat Patidar gets forward to loft and miscues it but has the elevation to clear the man",2025-06-09 07:13:29
114960,KKR vs RCB-1ST-MATCH-INDIAN-PREMIER-LEAGUE-2025,"14.1
Harshit","Rana to Kohli, 1 run, fullish and looked off-pace outside off, Kohli drags the big drive to long-on",2025-06-09 07:13:29
114960,KKR vs RCB-1ST-MATCH-INDIAN-PREMIER-LEAGUE-2025,"13.6
Narine","to Kohli, 1 run, good length and quicker on middle, worked to deep mid-wicket off the back foot",2025-06-09 07:13:29
114960,KKR vs RCB-1ST-MATCH-INDIAN-PREMIER-LEAGUE-2025,"13.5
Narine","to Rajat Patidar, 1 run, dragged down short on middle and leg, Rajat Patidar pulls to deep backward square-leg",2025-06-09 07:13:29
114960,KKR vs RCB-1ST-MATCH-INDIAN-PREMIER-LEAGUE-2025,"13.4
Narine","to Kohli, 1 run, good length on middle, Kohli goes on the back foot and tucks to deep mid-wicket",2025-06-09 07:13:29
114960,KKR vs RCB-1ST-MATCH-INDIAN-PREMIER-LEAGUE-2025,"13.3
Narine","to Rajat Patidar, 1 run, immediately the length is shortened, quicker and on leg-stump, worked to deep backward square-leg",2025-06-09 07:13:29
114960,KKR vs RCB-1ST-MATCH-INDIAN-PREMIER-LEAGUE-2025,"13.2
Narine","to Rajat Patidar, SIX, Rajat Patidar can strike them big against spin. It's tossed up full outside off, Patidar sees the flight and gets forward to loft high and over long-on",2025-06-09 07:13:29
114960,KKR vs RCB-1ST-MATCH-INDIAN-PREMIER-LEAGUE-2025,"13.1
Narine","to Kohli, 1 run, good length on middle, turned wide of mid-wicket for one",2025-06-09 07:13:29
114960,KKR vs RCB-1ST-MATCH-INDIAN-PREMIER-LEAGUE-2025,"12.6
Harshit","Rana to Kohli, 1 run, short of length on off, Kohli gives the charge and pushes it in front of extra-cover for one. Exchanges a big smile with Harshit Rana at the end of the over",2025-06-09 07:13:29
114960,KKR vs RCB-1ST-MATCH-INDIAN-PREMIER-LEAGUE-2025,"12.5
Harshit","Rana to Kohli, FOUR, 50 for Kohli. He raises the bat to chants of his name at the Eden Gardens. Length delivery outside off, he gets forward and lofts up and over cover. A pitch invader runs and falls at Kohli's feet says our man at the venue Pratyush",2025-06-09 07:13:29
114960,KKR vs RCB-1ST-MATCH-INDIAN-PREMIER-LEAGUE-2025,"12.4
Harshit","Rana to Rajat Patidar, 1 run, slower-ball off-cutter full just outside off, Rajat Patidar gets forward to flick to deep mid-wicket",2025-06-09 07:13:29
114960,KKR vs RCB-1ST-MATCH-INDIAN-PREMIER-LEAGUE-2025,"12.3
Harshit","Rana to Rajat Patidar, 2 runs, fullish and angling into off and middle, flicked wide of mid-wicket for a couple",2025-06-09 07:13:29
114960,KKR vs RCB-1ST-MATCH-INDIAN-PREMIER-LEAGUE-2025,"12.2
Harshit","Rana to Rajat Patidar, no run, short of length and just outside off, Rajat Patidar tries to run it down and misses",2025-06-09 07:13:29
114960,KKR vs RCB-1ST-MATCH-INDIAN-PREMIER-LEAGUE-2025,"12.1
Harshit","Rana to Rajat Patidar, no run, short of length and zippy outside off, Rajat Patidar slashes and misses, bit of extra bounce",2025-06-09 07:13:29
114960,KKR vs RCB-1ST-MATCH-INDIAN-PREMIER-LEAGUE-2025,"11.6
Narine","to Rajat Patidar, 1 run, tossed up full on middle, Rajat Patidar gets forward and flicks to deep mid-wicket to get off the mark",2025-06-09 07:13:29
114960,KKR vs RCB-1ST-MATCH-INDIAN-PREMIER-LEAGUE-2025,"11.5
Narine","to Rajat Patidar, no run, tossed up full on middle, softly nudged to mid-wicket",2025-06-09 07:13:29
114960,KKR vs RCB-1ST-MATCH-INDIAN-PREMIER-LEAGUE-2025,"11.3
Narine","to Kohli, 1 run, tossed up full on off, Kohli gets low and slogsweeps it to deep mid-wicket",2025-06-09 07:13:29
114960,KKR vs RCB-1ST-MATCH-INDIAN-PREMIER-LEAGUE-2025,"11.2
Narine","to Padikkal, 1 run, length delivery and angling into off, Padikkal goes on the back foot to work it to deep mid-wicket",2025-06-09 07:13:29
114960,KKR vs RCB-1ST-MATCH-INDIAN-PREMIER-LEAGUE-2025,"11.1
Narine","to Kohli, 1 run, length delivery outside off, cut straight to the fielder at sweeper cover",2025-06-09 07:13:29
114960,KKR vs RCB-1ST-MATCH-INDIAN-PREMIER-LEAGUE-2025,"10.6
Varun","Chakaravarthy to Kohli, 1 run, quicker length delivery on off, guided to backward point and a quick single taken",2025-06-09 07:13:29
114960,KKR vs RCB-1ST-MATCH-INDIAN-PREMIER-LEAGUE-2025,"10.5
Varun","Chakaravarthy to Padikkal, 1 run, length and quicker on leg-stump, tucked away to deep square-leg",2025-06-09 07:13:29
114960,KKR vs RCB-1ST-MATCH-INDIAN-PREMIER-LEAGUE-2025,"10.4
Varun","Chakaravarthy to Kohli, 1 run, short of length on off, Kohli works to deep mid-wicket and wants two, not there",2025-06-09 07:13:29
114960,KKR vs RCB-1ST-MATCH-INDIAN-PREMIER-LEAGUE-2025,"10.3
Varun","Chakaravarthy to Kohli, SIX, Kohli is pumped. He gestures towards the dugout and fist-pumps in their direction. It's tossed up full outside off, Kohli sees the flight and then he gets forward and lofts clean and over long-on's head",2025-06-09 07:13:29
114960,KKR vs RCB-1ST-MATCH-INDIAN-PREMIER-LEAGUE-2025,"10.2
Varun","Chakaravarthy to Padikkal, 1 run, tossed up full on off, Padikkal gets forward to drive to long-on",2025-06-09 07:13:29
114960,KKR vs RCB-1ST-MATCH-INDIAN-PREMIER-LEAGUE-2025,"10.1
Varun","Chakaravarthy to Kohli, 1 run, flat length delivery outside off, Kohli goes on the back foot and cuts to sweeper cover",2025-06-09 07:13:29
114960,KKR vs RCB-1ST-MATCH-INDIAN-PREMIER-LEAGUE-2025,"9.6
Narine","to Padikkal, FOUR, pristine timing. Padikkal goes on the back foot and uses the depth of the crease, tucks the length delivery and just look at the timing on that, runs away wide of long-on and deep mid-wicket",2025-06-09 07:13:29
114960,KKR vs RCB-1ST-MATCH-INDIAN-PREMIER-LEAGUE-2025,"9.5
Narine","to Kohli, 1 run, 1000 runs for Kohli against KKR. Tucks this wide of deep mid-wicket, sends Padikkal back who slips but Rinku's throw was well wide of the keeper and that allows Padikkal to get away",2025-06-09 07:13:29
114960,KKR vs RCB-1ST-MATCH-INDIAN-PREMIER-LEAGUE-2025,"9.4
Narine","to Padikkal, 1 run, from round the wicket. On a length outside off, Padikkal goes on the back foot to push it down to long-on",2025-06-09 07:13:29
114960,KKR vs RCB-1ST-MATCH-INDIAN-PREMIER-LEAGUE-2025,"9.3
Narine","to Kohli, 1 run, tossed up full on middle, Kohli gets forward to flick to deep mid-wicket",2025-06-09 07:13:29
114960,KKR vs RCB-1ST-MATCH-INDIAN-PREMIER-LEAGUE-2025,"9.2
Narine","to Kohli, no run, off-break on a length and turns in to the pads, Kohli goes on the back foot to tuck and misses, too high and missing leg-stump as well",2025-06-09 07:13:29
114960,KKR vs RCB-1ST-MATCH-INDIAN-PREMIER-LEAGUE-2025,"9.1
Narine","to Padikkal, 1 run, Padikkal shuffles across even before the ball is bowled, works it from well outside off towards deep mid-wicket",2025-06-09 07:13:29
114960,KKR vs RCB-1ST-MATCH-INDIAN-PREMIER-LEAGUE-2025,"8.6
Varun","Chakaravarthy to Padikkal, 1 run, shifts to over the wicket. Quicker on middle and leg, Padikkal tucks it to deep mid-wicket and is off the mark",2025-06-09 07:13:29
114960,KKR vs RCB-1ST-MATCH-INDIAN-PREMIER-LEAGUE-2025,"8.5
Varun","Chakaravarthy to Padikkal, no run, this is a fine delivery, length delivery, angles in and then as it pitches it turns away slightly, Padikkal is squared up on the back foot block and is beaten. Two fine balls from Varun Chakaravarthy",2025-06-09 07:13:29
114960,KKR vs RCB-1ST-MATCH-INDIAN-PREMIER-LEAGUE-2025,"8.4
Varun","Chakaravarthy to Padikkal, no run, lovely delivery from round the wicket, Padikkal plays for the turn in as it is angled at him, the ball holds its line and is past the outside-edge",2025-06-09 07:13:29
114960,KKR vs RCB-1ST-MATCH-INDIAN-PREMIER-LEAGUE-2025,"8.2
Varun","Chakaravarthy to Phil Salt, no run, the leg-break now, short of length outside off, hint of turn away, quicker too, Phil Salt cuts and misses, is not happy with himself for missing out",2025-06-09 07:13:30
114960,KKR vs RCB-1ST-MATCH-INDIAN-PREMIER-LEAGUE-2025,"8.1
Varun","Chakaravarthy to Phil Salt, FOUR, dragged down and four. It is only slightly short outside off, Phil Salt goes on the back foot and pulls and has put it in the gap, wide of deep backward square-leg to his left",2025-06-09 07:13:30
114960,KKR vs RCB-1ST-MATCH-INDIAN-PREMIER-LEAGUE-2025,"7.6
Narine","to Phil Salt, 1 run, off-break on a length on off, Phil Salt makes room and punches it to sweeper cover",2025-06-09 07:13:30
114960,KKR vs RCB-1ST-MATCH-INDIAN-PREMIER-LEAGUE-2025,"7.5
Narine","to Kohli, 1 run, off-break on a length on off and middle, Kohli goes on the back foot and tucks to deep mid-wicket",2025-06-09 07:13:30
114960,KKR vs RCB-1ST-MATCH-INDIAN-PREMIER-LEAGUE-2025,"7.4
Narine","to Phil Salt, 1 run, length on middle, turns in, Phil Salt gets forward and punches it on the rise to long-off",2025-06-09 07:13:30
114960,KKR vs RCB-1ST-MATCH-INDIAN-PREMIER-LEAGUE-2025,"7.3
Narine","to Kohli, 1 run, fraction short outside off, Kohli goes on the back foot and pulls to deep mid-wicket",2025-06-09 07:13:30
114960,KKR vs RCB-1ST-MATCH-INDIAN-PREMIER-LEAGUE-2025,"7.2
Narine","to Kohli, no run, full on middle, Kohli swings and finds Varun at short fine-leg",2025-06-09 07:13:30
114960,KKR vs RCB-1ST-MATCH-INDIAN-PREMIER-LEAGUE-2025,"7.1
Narine","to Phil Salt, leg byes, 1 run, fullish on leg-stump, Phil Salt looks for a big slogsweep and misses, takes a legbye, missing leg",2025-06-09 07:13:30
114960,KKR vs RCB-1ST-MATCH-INDIAN-PREMIER-LEAGUE-2025,"6.6
Varun","Chakaravarthy to Kohli, no run, first signs of pitch holding up? Fullish outside off, Kohli gets forward to drive and the ball holds a tad, mistimed to cover",2025-06-09 07:13:30
114960,KKR vs RCB-1ST-MATCH-INDIAN-PREMIER-LEAGUE-2025,"6.5
Varun","Chakaravarthy to Phil Salt, 1 run, 50 on RCB debut for Phil Salt. Full on off, Phil Salt gets forward to drive to long-off, has been a sensational knock",2025-06-09 07:13:30
114960,KKR vs RCB-1ST-MATCH-INDIAN-PREMIER-LEAGUE-2025,"6.4
Varun","Chakaravarthy to Phil Salt, no run, the googly again, quicker, Phil Salt misses the nudge and is rapped on the pads, but sliding down leg, only Varun Chakaravarthy appealed, de Kock was not even interested",2025-06-09 07:13:30
114960,KKR vs RCB-1ST-MATCH-INDIAN-PREMIER-LEAGUE-2025,"6.3
Varun","Chakaravarthy to Kohli, 1 run, pushed through down leg, flat and length, tucked down to deep backward square-leg",2025-06-09 07:13:30
114960,KKR vs RCB-1ST-MATCH-INDIAN-PREMIER-LEAGUE-2025,"6.2
Varun","Chakaravarthy to Kohli, FOUR, wide of deep mid-wicket and four. It's tossed up full on off and middle, Kohli brings out the slogsweep and hits it well, was the googly and Kohli picked it",2025-06-09 07:13:30
114960,KKR vs RCB-1ST-MATCH-INDIAN-PREMIER-LEAGUE-2025,"6.1
Varun","Chakaravarthy to Kohli, no run, short of length and just outside off, Kohli goes on the back foot to punch it back",2025-06-09 07:13:30
114960,KKR vs RCB-1ST-MATCH-INDIAN-PREMIER-LEAGUE-2025,"5.6
Harshit","Rana to Kohli, 1 run, short of length delivery, Virat dabs to deep backward point and that's a top over",2025-06-09 07:13:30
114960,KKR vs RCB-1ST-MATCH-INDIAN-PREMIER-LEAGUE-2025,"5.5
Harshit","Rana to Kohli, 2 runs, this is off the edgeee, great attempt by Ramandeep who spills the catch and seems to have hurt himself badly. Was a length delivery outside off stump, Virat goes hard and gets a thick edge, Ramandeep covers a lot of ground running to the right at third man. Couldn't get to the ball in time and close his hands. Jams his fingers into the ground and is in a lot of pain. Physio out to tend to him",2025-06-09 07:13:30
114960,KKR vs RCB-1ST-MATCH-INDIAN-PREMIER-LEAGUE-2025,"5.4
Harshit","Rana to Phil Salt, 1 run, short and wide, Salt pulls, man in the deep at deep square leg",2025-06-09 07:13:30
114960,KKR vs RCB-1ST-MATCH-INDIAN-PREMIER-LEAGUE-2025,"5.3
Harshit","Rana to Phil Salt, no run, oh beat him with a slower ball and almost took out the leg stump! QdK makes an awkward stop. Salt didn't read that and missed it completely",2025-06-09 07:13:30
114960,KKR vs RCB-1ST-MATCH-INDIAN-PREMIER-LEAGUE-2025,"5.2
Harshit","Rana to Kohli, 1 run, was that a chance? Harshit Rana bowls wide of off again and forces Virat to fetch the pull, hit straight at the bowler. Lands just in front as he gets down in his followthrough",2025-06-09 07:13:30
114960,KKR vs RCB-1ST-MATCH-INDIAN-PREMIER-LEAGUE-2025,"5.1
Harshit","Rana to Kohli, no run, straightaway beats the bat! Short of a length delivery wide of off stump, Virat slashes and misses",2025-06-09 07:13:30
114960,KKR vs RCB-1ST-MATCH-INDIAN-PREMIER-LEAGUE-2025,"4.6
Spencer","Johnson to Phil Salt, FOUR, he stayed leg-side last ball and found the fielder. Now he stays leg-side and just guides it between backward point and short third man. These two are making a mockery of the bowling! 75 already in 5 overs",2025-06-09 07:13:30
114960,KKR vs RCB-1ST-MATCH-INDIAN-PREMIER-LEAGUE-2025,"4.5
Spencer","Johnson to Phil Salt, no run, short of length delivery, Salt stays leg-side and guides to backward point",2025-06-09 07:13:30
114960,KKR vs RCB-1ST-MATCH-INDIAN-PREMIER-LEAGUE-2025,"4.4
Spencer","Johnson to Kohli, 1 run, short delivery, Virat rocks back and pulls, sends it to deep square leg. He feels he missed out there",2025-06-09 07:13:30
114960,KKR vs RCB-1ST-MATCH-INDIAN-PREMIER-LEAGUE-2025,"4.3
Spencer","Johnson to Kohli, no run, drags this to the on-side. Didn't time that alright",2025-06-09 07:13:30
114960,KKR vs RCB-1ST-MATCH-INDIAN-PREMIER-LEAGUE-2025,"4.2
Spencer","Johnson to Kohli, SIX, and six more! They don't learn their lessons! Another overpitched ball and Virat just holds the pose after belting it with his wrists actually. This one just cleared the rope",2025-06-09 07:13:30
114960,KKR vs RCB-1ST-MATCH-INDIAN-PREMIER-LEAGUE-2025,"4.1
Spencer","Johnson to Kohli, SIX, Virat doesn't want to miss out on the fun. Run in and bowl slot, Virat is very good with his shots down the ground and he crunches this high and handsome over long-off",2025-06-09 07:13:30
114960,KKR vs RCB-1ST-MATCH-INDIAN-PREMIER-LEAGUE-2025,"3.6
Varun","Chakaravarthy to Phil Salt, FOUR, and now he's dragged the pull over square leg and there in no protection in the deep. Salt has not spared Varun either. Maybe he faced him in the KKR nets and picked up a few tricks. 21 off the Varun over!",2025-06-09 07:13:30
114960,KKR vs RCB-1ST-MATCH-INDIAN-PREMIER-LEAGUE-2025,"3.5
Varun","Chakaravarthy to Phil Salt, FOUR, they just moved long-on away and Salt has hit it there now. Another overpitched ball, Salt sends it hard over mid-on for a one bounce four. Wasn't the ideal ball for that field because it was a bit leg-sidish",2025-06-09 07:13:30
114960,KKR vs RCB-1ST-MATCH-INDIAN-PREMIER-LEAGUE-2025,"3.4
Varun","Chakaravarthy to Phil Salt, SIX, this is surely overpitched and Salt smacks it into the RCB dugout. They love it out there as the fifty comes up inside 4 overs. Slot ball from Varun and it disappeared",2025-06-09 07:13:30
114960,KKR vs RCB-1ST-MATCH-INDIAN-PREMIER-LEAGUE-2025,"3.3
Varun","Chakaravarthy to Phil Salt, FOUR, this is some shot! Wasn't a bad ball at all. Used his wrists to get under this to loft through the line over long-off. Maybe a touch full",2025-06-09 07:13:30
114960,KKR vs RCB-1ST-MATCH-INDIAN-PREMIER-LEAGUE-2025,"3.2
Varun","Chakaravarthy to Phil Salt, 2 runs, shortish and cramping him for room, Salt wrists this between backward square leg and short fine leg. The former gets a hand on it",2025-06-09 07:13:30
114960,KKR vs RCB-1ST-MATCH-INDIAN-PREMIER-LEAGUE-2025,"3.1
Varun","Chakaravarthy to Kohli, 1 run, Virat calmly pushes to long-on",2025-06-09 07:13:30
114960,KKR vs RCB-1ST-MATCH-INDIAN-PREMIER-LEAGUE-2025,"2.6
Vaibhav","Arora to Phil Salt, FOUR, you have long-on and deep backward square leg - at least that was the plan to Salt when he bowled last. And now he's bowled a short ball outside off stump for an absolute freebie. Unless he had third man back wasn't a wise delivery. Salt rose tall and happily upper cut it for a maximum",2025-06-09 07:13:30
114960,KKR vs RCB-1ST-MATCH-INDIAN-PREMIER-LEAGUE-2025,"2.5
Vaibhav","Arora to Kohli, 1 run, full and outside off stump, Virat plays a crunchy cover drive, shame he picked out the man at extra-cover. Was such a good shot",2025-06-09 07:13:30
114960,KKR vs RCB-1ST-MATCH-INDIAN-PREMIER-LEAGUE-2025,"2.4
Vaibhav","Arora to Kohli, FOUR, Virat swings and drags it off the inside half of the bat! He stepped out and actually wanted to drive through the off-side, bat turns in his hands and escapes past mid-wicket and Harshit this time had no chance",2025-06-09 07:13:30
114960,KKR vs RCB-1ST-MATCH-INDIAN-PREMIER-LEAGUE-2025,"2.3
Vaibhav","Arora to Phil Salt, 1 run, yes! Full delivery, this time seemed like pace was taken off. Salt goes across, on one knee and drags it to deep backward square leg",2025-06-09 07:13:30
114960,KKR vs RCB-1ST-MATCH-INDIAN-PREMIER-LEAGUE-2025,"2.2
Vaibhav","Arora to Phil Salt, SIX, now he goes aerial! Vaibhav Arora is looking for swing and overpitching, thus landing it where Salt would love. Another simple loft down the ground, this time all the way over long-on",2025-06-09 07:13:30
114960,KKR vs RCB-1ST-MATCH-INDIAN-PREMIER-LEAGUE-2025,"2.1
Vaibhav","Arora to Phil Salt, FOUR, slot and punished! Full and asking for a smash, Salt hits it down the ground and lofts over mid-on for one bounce four",2025-06-09 07:13:30
114960,KKR vs RCB-1ST-MATCH-INDIAN-PREMIER-LEAGUE-2025,"1.6
Spencer","Johnson to Phil Salt, leg byes, 1 run, the response is a pacy short delivery that rushed Salt on the pull, ball went to the off-side off the body",2025-06-09 07:13:30
114960,KKR vs RCB-1ST-MATCH-INDIAN-PREMIER-LEAGUE-2025,"1.5
Spencer","Johnson to Phil Salt, no run, yorker just outside off stump, Salt digs it out after moving across the stumps. Right, Salt has now spotted that Spencer Johnson is only looking to go across him so he wants to cut the angle. What will be the response from the bowler?",2025-06-09 07:13:30
114960,KKR vs RCB-1ST-MATCH-INDIAN-PREMIER-LEAGUE-2025,"1.4
Spencer","Johnson to Phil Salt, no run, good length delivery, Salt defends",2025-06-09 07:13:30
114960,KKR vs RCB-1ST-MATCH-INDIAN-PREMIER-LEAGUE-2025,"1.3
Spencer","Johnson to Phil Salt, FOUR, interestingly Spencer Johnson is not looking to swing the ball despite swing being available. Wobble seam slot ball, Salt creams the drive past cover for four. Wasn't a big gap but he hit that",2025-06-09 07:13:30
114960,KKR vs RCB-1ST-MATCH-INDIAN-PREMIER-LEAGUE-2025,"1.2
Spencer","Johnson to Phil Salt, no run, play and miss again! Short of a length delivery angling away, Salt slashes and misses",2025-06-09 07:13:30
114960,KKR vs RCB-1ST-MATCH-INDIAN-PREMIER-LEAGUE-2025,"1.1
Spencer","Johnson to Phil Salt, no run, oh went for a mighty swing down the ground! Full and in the slot, probably was the tease to take it across the RHB. Salt went hard on the lofte drive and missed",2025-06-09 07:13:30
114960,KKR vs RCB-1ST-MATCH-INDIAN-PREMIER-LEAGUE-2025,"0.6
Vaibhav","Arora to Kohli, 2 runs, fullish delivery, Virat leans forward and taps it to point",2025-06-09 07:13:30
114960,KKR vs RCB-1ST-MATCH-INDIAN-PREMIER-LEAGUE-2025,"0.5
Vaibhav","Arora to Kohli, FOUR, in the airrrr but no one at mid-wicket to swallow this! Virat just flicks this uppishly, no timing. Harshit Rana had to run all the way to the left from deep square leg. He pushes the ball with the dive but the push isn't firm enough to stop the four",2025-06-09 07:13:30
114960,KKR vs RCB-1ST-MATCH-INDIAN-PREMIER-LEAGUE-2025,"0.4
Vaibhav","Arora to Phil Salt, 1 run, to mid-on, Salt clips it to mid-on for a quick single",2025-06-09 07:13:30
114960,KKR vs RCB-1ST-MATCH-INDIAN-PREMIER-LEAGUE-2025,"0.3
Vaibhav","Arora to Phil Salt, no run, no swing on this good length delivery, Salt defends to point",2025-06-09 07:13:30
114960,KKR vs RCB-1ST-MATCH-INDIAN-PREMIER-LEAGUE-2025,"0.2
Vaibhav","Arora to Phil Salt, no run, moves across and looks to access leg-side, Vaibhav Arora bowls back of a length and hits the thigh pad. Too high for LBW and maybe even outside the line of off stump as well",2025-06-09 07:13:30
114960,KKR vs RCB-1ST-MATCH-INDIAN-PREMIER-LEAGUE-2025,"0.2
Vaibhav","Arora to Phil Salt, wide, QdK has saved four extra runs with a brilliant one-handed take to the left. Again big inswing and finishing down leg",2025-06-09 07:13:30
114960,KKR vs RCB-1ST-MATCH-INDIAN-PREMIER-LEAGUE-2025,"0.1
Vaibhav","Arora to Phil Salt, FOUR, Salt if off the mark in typical fashion! Great bit of inswing on that ball but if it's that full, Salt won't bother one bit. Just belted out a cover drive past the infield",2025-06-09 07:13:30
115012,CSK vs RCB-8TH-MATCH-INDIAN-PREMIER-LEAGUE-2025,"19.6
Sam","Curran to Tim David, no run, RCB review for a wide! 129.5kph, slower ball bouncer, Tim David looks to flay it over point and misses. Clearly below the head and the onfield call stays. RCB finish on 196",2025-06-09 07:13:53
115012,CSK vs RCB-8TH-MATCH-INDIAN-PREMIER-LEAGUE-2025,"19.6
Sam","Curran to Tim David, wide, pressure on Curran! Tries to bowl the wide yorker, ends up spraying it too wide outside off. Nothing doing from Tim David",2025-06-09 07:13:53
115012,CSK vs RCB-8TH-MATCH-INDIAN-PREMIER-LEAGUE-2025,"19.5
Sam","Curran to Tim David, SIX, hat-trick of sixes! The RCB dug-out is cock-a-hoop. Slow again, the length is on the shorter side, Tim David stands tall and clubs it over long-on",2025-06-09 07:13:53
115012,CSK vs RCB-8TH-MATCH-INDIAN-PREMIER-LEAGUE-2025,"19.4
Sam","Curran to Tim David, SIX, 87.6kph, slow and full. Tim David picks it, it's right in the slot outside off. David gets under it and bludgeons it downtown for a towering six",2025-06-09 07:13:53
115012,CSK vs RCB-8TH-MATCH-INDIAN-PREMIER-LEAGUE-2025,"19.3
Sam","Curran to Tim David, SIX, hit-me ball! Low full toss at 130.2kph on the pads and Tim David flicks it nonchalantly over deep backward square leg",2025-06-09 07:13:53
115012,CSK vs RCB-8TH-MATCH-INDIAN-PREMIER-LEAGUE-2025,"19.2
Sam","Curran to Tim David, no run, very slow, nicely looped up delivery. Very full and outside off and David is early to swing his bat despite picking the change of pace. No contact made. That was bowled at 86kph",2025-06-09 07:13:53
115012,CSK vs RCB-8TH-MATCH-INDIAN-PREMIER-LEAGUE-2025,"19.1
Sam","Curran to Tim David, no run, 120.4kph, round the wicket, pace-off, width on offer, cut straight to point",2025-06-09 07:13:53
115012,CSK vs RCB-8TH-MATCH-INDIAN-PREMIER-LEAGUE-2025,"18.6
Pathirana","to Bhuvneshwar, no run, 130.1kph, excellent over from Pathirana! Just one run - that too a wide - off the penultimate over. It's pace-off on a length, Bhuvneshwar knocks it to long-on and Tim David decides against the single",2025-06-09 07:13:54
115012,CSK vs RCB-8TH-MATCH-INDIAN-PREMIER-LEAGUE-2025,"18.5
Pathirana","to Bhuvneshwar, no run, 146.8kph, full on off, no real feet movement from Bhuvneshwar who chips it towards mid-off",2025-06-09 07:13:54
115012,CSK vs RCB-8TH-MATCH-INDIAN-PREMIER-LEAGUE-2025,"18.4
Pathirana","to Krunal Pandya, wide, 143.2kph, shorter delivery down leg, Pandya misses the pull and that's been wided",2025-06-09 07:13:54
115012,CSK vs RCB-8TH-MATCH-INDIAN-PREMIER-LEAGUE-2025,"18.3
Pathirana","to Krunal Pandya, no run, 135.4kph, very full again, may have tailed in a bit as well, Pandya misses the flick and gets beaten on the inside edge. Past the leg-stump as well",2025-06-09 07:13:54
115012,CSK vs RCB-8TH-MATCH-INDIAN-PREMIER-LEAGUE-2025,"18.2
Pathirana","to Krunal Pandya, no run, very full, Pandya stays back and drills straight to extra cover",2025-06-09 07:13:54
115012,CSK vs RCB-8TH-MATCH-INDIAN-PREMIER-LEAGUE-2025,"17.6
Khaleel","Ahmed to Tim David, no run, 135.6kph, wide yorker outside off, David throws his bat for a drive and misses. RCB review for a wide. The ball is inside the tramline. So, RCB burn a review",2025-06-09 07:13:54
